Freq.	V(n002)
2.33345806228083e+01	(-2.74862496930010e-05dB,-3.19099083506855e-05°)
2.33883723865918e+01	(-2.74862484576936e-05dB,-3.19834682865950e-05°)
2.34422881531975e+01	(-2.74862472185289e-05dB,-3.20571977963716e-05°)
2.34963282084814e+01	(-2.74862459745425e-05dB,-3.21310972680379e-05°)
2.35504928389584e+01	(-2.74862447238058e-05dB,-3.22051670991583e-05°)
2.36047823318040e+01	(-2.74862434663188e-05dB,-3.22794076761650e-05°)
2.36591969748558e+01	(-2.74862422049745e-05dB,-3.23538193934419e-05°)
2.37137370566148e+01	(-2.74862409359155e-05dB,-3.24284026501435e-05°)
2.37684028662470e+01	(-2.74862396610706e-05dB,-3.25031578390631e-05°)
2.38231946935852e+01	(-2.74862383833327e-05dB,-3.25780853577652e-05°)
2.38781128291300e+01	(-2.74862370969157e-05dB,-3.26531856038138e-05°)
2.39331575640521e+01	(-2.74862358047129e-05dB,-3.27284589684121e-05°)
2.39883291901931e+01	(-2.74862345067240e-05dB,-3.28039058554854e-05°)
2.40436280000676e+01	(-2.74862332039134e-05dB,-3.28795266705494e-05°)
2.40990542868642e+01	(-2.74862318933883e-05dB,-3.29553218079876e-05°)
2.41546083444476e+01	(-2.74862305770771e-05dB,-3.30312916717253e-05°)
2.42102904673600e+01	(-2.74862292549800e-05dB,-3.31074366609170e-05°)
2.42661009508224e+01	(-2.74862279290255e-05dB,-3.31837571858491e-05°)
2.43220400907364e+01	(-2.74862265934277e-05dB,-3.32602536456759e-05°)
2.43781081836857e+01	(-2.74862252539727e-05dB,-3.33369264506838e-05°)
2.44343055269379e+01	(-2.74862239077673e-05dB,-3.34137760016175e-05°)
2.44906324184457e+01	(-2.74862225567402e-05dB,-3.34908027103536e-05°)
2.45470891568485e+01	(-2.74862211960698e-05dB,-3.35680069839978e-05°)
2.46036760414745e+01	(-2.74862198315422e-05dB,-3.36453892344268e-05°)
2.46603933723416e+01	(-2.74862184612285e-05dB,-3.37229498639754e-05°)
2.47172414501595e+01	(-2.74862170803072e-05dB,-3.38006892940618e-05°)
2.47742205763310e+01	(-2.74862156955286e-05dB,-3.38786079302014e-05°)
2.48313310529539e+01	(-2.74862143078569e-05dB,-3.39567061874515e-05°)
2.48885731828221e+01	(-2.74862129105420e-05dB,-3.40349844792786e-05°)
2.49459472694277e+01	(-2.74862115074411e-05dB,-3.41134432207400e-05°)
2.50034536169625e+01	(-2.74862100966256e-05dB,-3.41920828300732e-05°)
2.50610925303193e+01	(-2.74862086819527e-05dB,-3.42709037207450e-05°)
2.51188643150939e+01	(-2.74862072586009e-05dB,-3.43499063141734e-05°)
2.51767692775867e+01	(-2.74862058284987e-05dB,-3.44290910254155e-05°)
2.52348077248039e+01	(-2.74862043926106e-05dB,-3.45084582758894e-05°)
2.52929799644596e+01	(-2.74862029509364e-05dB,-3.45880084901939e-05°)
2.53512863049772e+01	(-2.74862014996190e-05dB,-3.46677420833857e-05°)
2.54097270554912e+01	(-2.74862000444442e-05dB,-3.47476594832441e-05°)
2.54683025258485e+01	(-2.74861985815549e-05dB,-3.48277611111872e-05°)
2.55270130266106e+01	(-2.74861971128795e-05dB,-3.49080473934038e-05°)
2.55858588690546e+01	(-2.74861956374538e-05dB,-3.49885187529023e-05°)
2.56448403651753e+01	(-2.74861941523848e-05dB,-3.50691756190520e-05°)
2.57039578276867e+01	(-2.74861926624941e-05dB,-3.51500184196321e-05°)
2.57632115700238e+01	(-2.74861911658532e-05dB,-3.52310475776509e-05°)
2.58226019063440e+01	(-2.74861896614976e-05dB,-3.53122635304290e-05°)
2.58821291515290e+01	(-2.74861881523203e-05dB,-3.53936667041553e-05°)
2.59417936211862e+01	(-2.74861866334997e-05dB,-3.54752575313797e-05°)
2.60015956316508e+01	(-2.74861851088932e-05dB,-3.55570364478327e-05°)
2.60615354999870e+01	(-2.74861835775363e-05dB,-3.56390038828834e-05°)
2.61216135439901e+01	(-2.74861820394291e-05dB,-3.57211602722625e-05°)
2.61818300821879e+01	(-2.74861804926430e-05dB,-3.58035060501099e-05°)
2.62421854338425e+01	(-2.74861789410352e-05dB,-3.58860416569269e-05°)
2.63026799189518e+01	(-2.74861773797841e-05dB,-3.59687675284439e-05°)
2.63633138582518e+01	(-2.74861758117827e-05dB,-3.60516841019815e-05°)
2.64240875732175e+01	(-2.74861742370309e-05dB,-3.61347918116798e-05°)
2.64850013860650e+01	(-2.74861726555289e-05dB,-3.62180911107621e-05°)
2.65460556197534e+01	(-2.74861710653478e-05dB,-3.63015824365491e-05°)
2.66072505979861e+01	(-2.74861694713095e-05dB,-3.63852662279517e-05°)
2.66685866452128e+01	(-2.74861678676278e-05dB,-3.64691429286515e-05°)
2.67300640866311e+01	(-2.74861662552672e-05dB,-3.65532129839204e-05°)
2.67916832481883e+01	(-2.74861646361563e-05dB,-3.66374768422110e-05°)
2.68534444565830e+01	(-2.74861630093307e-05dB,-3.67219349487951e-05°)
2.69153480392671e+01	(-2.74861613767191e-05dB,-3.68065877537156e-05°)
2.69773943244472e+01	(-2.74861597334999e-05dB,-3.68914357022443e-05°)
2.70395836410864e+01	(-2.74861580854591e-05dB,-3.69764792428336e-05°)
2.71019163189064e+01	(-2.74861564297036e-05dB,-3.70617188302970e-05°)
2.71643926883888e+01	(-2.74861547662334e-05dB,-3.71471549146774e-05°)
2.72270130807771e+01	(-2.74861530921556e-05dB,-3.72327879539686e-05°)
2.72897778280783e+01	(-2.74861514151849e-05dB,-3.73186183918524e-05°)
2.73526872630650e+01	(-2.74861497266421e-05dB,-3.74046466942740e-05°)
2.74157417192767e+01	(-2.74861480313491e-05dB,-3.74908733112761e-05°)
2.74789415310219e+01	(-2.74861463283414e-05dB,-3.75772986992625e-05°)
2.75422870333796e+01	(-2.74861446176191e-05dB,-3.76639233194077e-05°)
2.76057785622014e+01	(-2.74861429001464e-05dB,-3.77507476297056e-05°)
2.76694164541130e+01	(-2.74861411739948e-05dB,-3.78377720897406e-05°)
2.77332010465163e+01	(-2.74861394401285e-05dB,-3.79249971638676e-05°)
2.77971326775908e+01	(-2.74861376956546e-05dB,-3.80124233116709e-05°)
2.78612116862956e+01	(-2.74861359444304e-05dB,-3.81000509975056e-05°)
2.79254384123712e+01	(-2.74861341864558e-05dB,-3.81878806841363e-05°)
2.79898131963415e+01	(-2.74861324198023e-05dB,-3.82759128422792e-05°)
2.80543363795150e+01	(-2.74861306444698e-05dB,-3.83641479331088e-05°)
2.81190083039873e+01	(-2.74861288614227e-05dB,-3.84525864273410e-05°)
2.81838293126424e+01	(-2.74861270716253e-05dB,-3.85412287972823e-05°)
2.82487997491549e+01	(-2.74861252721845e-05dB,-3.86300755041071e-05°)
2.83139199579916e+01	(-2.74861234631005e-05dB,-3.87191270248924e-05°)
2.83791902844134e+01	(-2.74861216482304e-05dB,-3.88083838319447e-05°)
2.84446110744770e+01	(-2.74861198208241e-05dB,-3.88978463927994e-05°)
2.85101826750369e+01	(-2.74861179876318e-05dB,-3.89875151940753e-05°)
2.85759054337473e+01	(-2.74861161467248e-05dB,-3.90773906969466e-05°)
2.86417796990636e+01	(-2.74861142971389e-05dB,-3.91674733880322e-05°)
2.87078058202447e+01	(-2.74861124379097e-05dB,-3.92577637396382e-05°)
2.87739841473545e+01	(-2.74861105719301e-05dB,-3.93482622304321e-05°)
2.88403150312638e+01	(-2.74861086963073e-05dB,-3.94389693406713e-05°)
2.89067988236525e+01	(-2.74861068120054e-05dB,-3.95298855569747e-05°)
2.89734358770110e+01	(-2.74861049190246e-05dB,-3.96210113532386e-05°)
2.90402265446423e+01	(-2.74861030173648e-05dB,-3.97123472192623e-05°)
2.91071711806638e+01	(-2.74861011060617e-05dB,-3.98038936321228e-05°)
2.91742701400094e+01	(-2.74860991870440e-05dB,-3.98956510847998e-05°)
2.92415237784311e+01	(-2.74860972603116e-05dB,-3.99876200607314e-05°)
2.93089324525009e+01	(-2.74860953220073e-05dB,-4.00798010449459e-05°)
2.93764965196130e+01	(-2.74860933750240e-05dB,-4.01721945256521e-05°)
2.94442163379853e+01	(-2.74860914193617e-05dB,-4.02648009990104e-05°)
2.95120922666616e+01	(-2.74860894559848e-05dB,-4.03576209516393e-05°)
2.95801246655132e+01	(-2.74860874820002e-05dB,-4.04506548781087e-05°)
2.96483138952411e+01	(-2.74860855012653e-05dB,-4.05439032698080e-05°)
2.97166603173779e+01	(-2.74860835099228e-05dB,-4.06373666181265e-05°)
2.97851642942896e+01	(-2.74860815070083e-05dB,-4.07310454239952e-05°)
2.98538261891773e+01	(-2.74860794983078e-05dB,-4.08249401788036e-05°)
2.99226463660796e+01	(-2.74860774789997e-05dB,-4.09190513866630e-05°)
2.99916251898742e+01	(-2.74860754500483e-05dB,-4.10133795405530e-05°)
3.00607630262800e+01	(-2.74860734124179e-05dB,-4.11079251461755e-05°)
3.01300602418589e+01	(-2.74860713661086e-05dB,-4.12026887012809e-05°)
3.01995172040178e+01	(-2.74860693091916e-05dB,-4.12976707083902e-05°)
3.02691342810107e+01	(-2.74860672435956e-05dB,-4.13928716700247e-05°)
3.03389118419403e+01	(-2.74860651673920e-05dB,-4.14882920966569e-05°)
3.04088502567604e+01	(-2.74860630796164e-05dB,-4.15839324860371e-05°)
3.04789498962774e+01	(-2.74860609870192e-05dB,-4.16797933518185e-05°)
3.05492111321527e+01	(-2.74860588828500e-05dB,-4.17758751981123e-05°)
3.06196343369044e+01	(-2.74860567680732e-05dB,-4.18721785353912e-05°)
3.06902198839092e+01	(-2.74860546446174e-05dB,-4.19687038788983e-05°)
3.07609681474047e+01	(-2.74860525105540e-05dB,-4.20654517327451e-05°)
3.08318795024911e+01	(-2.74860503678115e-05dB,-4.21624226121748e-05°)
3.09029543251335e+01	(-2.74860482125328e-05dB,-4.22596170356112e-05°)
3.09741929921634e+01	(-2.74860460485751e-05dB,-4.23570355135267e-05°)
3.10455958812811e+01	(-2.74860438769028e-05dB,-4.24546785643452e-05°)
3.11171633710577e+01	(-2.74860416926942e-05dB,-4.25525467080806e-05°)
3.11888958409369e+01	(-2.74860394988423e-05dB,-4.26506404583859e-05°)
3.12607936712371e+01	(-2.74860372943827e-05dB,-4.27489603384557e-05°)
3.13328572431534e+01	(-2.74860350812442e-05dB,-4.28475068730748e-05°)
3.14050869387597e+01	(-2.74860328546050e-05dB,-4.29462805743057e-05°)
3.14774831410107e+01	(-2.74860306212155e-05dB,-4.30452819764750e-05°)
3.15500462337438e+01	(-2.74860283762541e-05dB,-4.31445115995965e-05°)
3.16227766016813e+01	(-2.74860261226137e-05dB,-4.32439699732260e-05°)
3.16956746304324e+01	(-2.74860238574013e-05dB,-4.33436576189676e-05°)
3.17687407064952e+01	(-2.74860215806169e-05dB,-4.34435750711477e-05°)
3.18419752172587e+01	(-2.74860192932249e-05dB,-4.35437228529607e-05°)
3.19153785510051e+01	(-2.74860169952253e-05dB,-4.36441014987330e-05°)
3.19889510969114e+01	(-2.74860146895110e-05dB,-4.37447115443813e-05°)
3.20626932450521e+01	(-2.74860123731891e-05dB,-4.38455535194611e-05°)
3.21366053864006e+01	(-2.74860100424023e-05dB,-4.39466279598889e-05°)
3.22106879128318e+01	(-2.74860077029364e-05dB,-4.40479354015813e-05°)
3.22849412171238e+01	(-2.74860053509343e-05dB,-4.41494763788647e-05°)
3.23593656929602e+01	(-2.74860029883245e-05dB,-4.42512514324263e-05°)
3.24339617349323e+01	(-2.74860006160714e-05dB,-4.43532611029537e-05°)
3.25087297385408e+01	(-2.74859982341751e-05dB,-4.44555059327244e-05°)
3.25836701001983e+01	(-2.74859958407067e-05dB,-4.45579864560646e-05°)
3.26587832172310e+01	(-2.74859934327734e-05dB,-4.46607032232033e-05°)
3.27340694878812e+01	(-2.74859910171255e-05dB,-4.47636567748279e-05°)
3.28095293113093e+01	(-2.74859885899056e-05dB,-4.48668476627576e-05°)
3.28851630875957e+01	(-2.74859861491850e-05dB,-4.49702764292698e-05°)
3.29609712177431e+01	(-2.74859837017142e-05dB,-4.50739436245937e-05°)
3.30369541036788e+01	(-2.74859812407427e-05dB,-4.51778497941871e-05°)
3.31131121482565e+01	(-2.74859787662706e-05dB,-4.52819954930498e-05°)
3.31894457552584e+01	(-2.74859762850481e-05dB,-4.53863812745913e-05°)
3.32659553293978e+01	(-2.74859737864678e-05dB,-4.54910076890404e-05°)
3.33426412763208e+01	(-2.74859712801728e-05dB,-4.55958752945773e-05°)
3.34195040026087e+01	(-2.74859687603771e-05dB,-4.57009846414309e-05°)
3.34965439157801e+01	(-2.74859662309382e-05dB,-4.58063362893716e-05°)
3.35737614242928e+01	(-2.74859636889629e-05dB,-4.59119308029407e-05°)
3.36511569375464e+01	(-2.74859611354157e-05dB,-4.60177687339573e-05°)
3.37287308658842e+01	(-2.74859585702965e-05dB,-4.61238506469626e-05°)
3.38064836205954e+01	(-2.74859559926410e-05dB,-4.62301771033173e-05°)
3.38844156139175e+01	(-2.74859534034136e-05dB,-4.63367486691529e-05°)
3.39625272590381e+01	(-2.74859508035785e-05dB,-4.64435659090106e-05°)
3.40408189700973e+01	(-2.74859481892785e-05dB,-4.65506293810705e-05°)
3.41192911621901e+01	(-2.74859455624422e-05dB,-4.66579396689570e-05°)
3.41979442513681e+01	(-2.74859429269269e-05dB,-4.67654973276697e-05°)
3.42767786546423e+01	(-2.74859402769466e-05dB,-4.68733029328817e-05°)
3.43557947899847e+01	(-2.74859376163587e-05dB,-4.69813570539048e-05°)
3.44349930763311e+01	(-2.74859349403415e-05dB,-4.70896602680024e-05°)
3.45143739335828e+01	(-2.74859322537167e-05dB,-4.71982131460767e-05°)
3.45939377826094e+01	(-2.74859295574486e-05dB,-4.73070162653911e-05°)
3.46736850452504e+01	(-2.74859268457511e-05dB,-4.74160702032086e-05°)
3.47536161443178e+01	(-2.74859241205531e-05dB,-4.75253755320219e-05°)
3.48337315035984e+01	(-2.74859213837831e-05dB,-4.76349328418163e-05°)
3.49140315478558e+01	(-2.74859186335124e-05dB,-4.77447426971328e-05°)
3.49945167028329e+01	(-2.74859158716698e-05dB,-4.78548056974985e-05°)
3.50751873952540e+01	(-2.74859131011483e-05dB,-4.79651224169961e-05°)
3.51560440528270e+01	(-2.74859103103757e-05dB,-4.80756934456109e-05°)
3.52370871042459e+01	(-2.74859075109242e-05dB,-4.81865193653769e-05°)
3.53183169791928e+01	(-2.74859046979721e-05dB,-4.82976007662795e-05°)
3.53997341083406e+01	(-2.74859018734480e-05dB,-4.84089382367137e-05°)
3.54813389233547e+01	(-2.74858990334947e-05dB,-4.85205323634843e-05°)
3.55631318568956e+01	(-2.74858961810050e-05dB,-4.86323837397571e-05°)
3.56451133426215e+01	(-2.74858933169434e-05dB,-4.87444929634688e-05°)
3.57272838151900e+01	(-2.74858904374524e-05dB,-4.88568606261949e-05°)
3.58096437102607e+01	(-2.74858875463895e-05dB,-4.89694873258721e-05°)
3.58921934644976e+01	(-2.74858846418260e-05dB,-4.90823736508953e-05°)
3.59749335155713e+01	(-2.74858817227975e-05dB,-4.91955202055623e-05°)
3.60578643021613e+01	(-2.74858787902684e-05dB,-4.93089275941707e-05°)
3.61409862639584e+01	(-2.74858758442387e-05dB,-4.94225964082959e-05°)
3.62242998416669e+01	(-2.74858728856727e-05dB,-4.95365272617773e-05°)
3.63078054770072e+01	(-2.74858699136060e-05dB,-4.96507207493709e-05°)
3.63915036127177e+01	(-2.74858669270744e-05dB,-4.97651774849160e-05°)
3.64753946925578e+01	(-2.74858639270422e-05dB,-4.98798980631683e-05°)
3.65594791613095e+01	(-2.74858609096520e-05dB,-4.99948831043285e-05°)
3.66437574647803e+01	(-2.74858578835828e-05dB,-5.01101332126939e-05°)
3.67282300498055e+01	(-2.74858548411200e-05dB,-5.02256490084649e-05°)
3.68128973642501e+01	(-2.74858517870853e-05dB,-5.03414310832169e-05°)
3.68977598570120e+01	(-2.74858487156926e-05dB,-5.04574800666917e-05°)
3.69828179780236e+01	(-2.74858456279062e-05dB,-5.05737965695479e-05°)
3.70680721782546e+01	(-2.74858425324053e-05dB,-5.06903812151665e-05°)
3.71535229097142e+01	(-2.74858394185820e-05dB,-5.08072346110253e-05°)
3.72391706254538e+01	(-2.74858362912582e-05dB,-5.09243573805052e-05°)
3.73250157795690e+01	(-2.74858331475407e-05dB,-5.10417501533479e-05°)
3.74110588272023e+01	(-2.74858299922512e-05dB,-5.11594135370315e-05°)
3.74973002245453e+01	(-2.74858268215325e-05dB,-5.12773481676589e-05°)
3.75837404288413e+01	(-2.74858236353844e-05dB,-5.13955546590691e-05°)
3.76703798983878e+01	(-2.74858204357358e-05dB,-5.15140336505455e-05°)
3.77572190925385e+01	(-2.74858172196935e-05dB,-5.16327857686495e-05°)
3.78442584717062e+01	(-2.74858139920793e-05dB,-5.17518116335809e-05°)
3.79314984973651e+01	(-2.74858107471071e-05dB,-5.18711118782622e-05°)
3.80189396320530e+01	(-2.74858074867056e-05dB,-5.19906871387960e-05°)
3.81065823393741e+01	(-2.74858042118392e-05dB,-5.21105380512854e-05°)
3.81944270840015e+01	(-2.74858009215434e-05dB,-5.22306652422912e-05°)
3.82824743316791e+01	(-2.74857976187114e-05dB,-5.23510693701803e-05°)
3.83707245492247e+01	(-2.74857942975571e-05dB,-5.24717510519720e-05°)
3.84591782045322e+01	(-2.74857909609735e-05dB,-5.25927109269495e-05°)
3.85478357665740e+01	(-2.74857876118536e-05dB,-5.27139496439379e-05°)
3.86366977054037e+01	(-2.74857842444114e-05dB,-5.28354678485814e-05°)
3.87257644921585e+01	(-2.74857808625043e-05dB,-5.29572661833438e-05°)
3.88150365990616e+01	(-2.74857774651679e-05dB,-5.30793452843278e-05°)
3.89045144994248e+01	(-2.74857740514379e-05dB,-5.32017058130805e-05°)
3.89941986676511e+01	(-2.74857706222785e-05dB,-5.33243484184266e-05°)
3.90840895792369e+01	(-2.74857671757613e-05dB,-5.34472737332882e-05°)
3.91741877107750e+01	(-2.74857637176720e-05dB,-5.35704824223929e-05°)
3.92644935399567e+01	(-2.74857602412605e-05dB,-5.36939751409265e-05°)
3.93550075455745e+01	(-2.74857567474911e-05dB,-5.38177525377138e-05°)
3.94457302075245e+01	(-2.74857532402210e-05dB,-5.39418152743017e-05°)
3.95366620068095e+01	(-2.74857497146286e-05dB,-5.40661639995150e-05°)
3.96278034255406e+01	(-2.74857461716783e-05dB,-5.41907993812617e-05°)
3.97191549469407e+01	(-2.74857426152273e-05dB,-5.43157220715469e-05°)
3.98107170553464e+01	(-2.74857390394898e-05dB,-5.44409327478204e-05°)
3.99024902362108e+01	(-2.74857354512159e-05dB,-5.45664320557262e-05°)
3.99944749761064e+01	(-2.74857318417268e-05dB,-5.46922206758945e-05°)
4.00866717627269e+01	(-2.74857282187370e-05dB,-5.48182992666916e-05°)
4.01790810848906e+01	(-2.74857245793536e-05dB,-5.49446684960252e-05°)
4.02717034325425e+01	(-2.74857209197193e-05dB,-5.50713290381645e-05°)
4.03645392967571e+01	(-2.74857172456200e-05dB,-5.51982815641979e-05°)
4.04575891697408e+01	(-2.74857135531985e-05dB,-5.53255267452136e-05°)
4.05508535448350e+01	(-2.74857098463120e-05dB,-5.54530652618419e-05°)
4.06443329165178e+01	(-2.74857061201389e-05dB,-5.55808977756294e-05°)
4.07380277804078e+01	(-2.74857023804651e-05dB,-5.57090249767477e-05°)
4.08319386332658e+01	(-2.74856986195761e-05dB,-5.58374475426462e-05°)
4.09260659729976e+01	(-2.74856948422934e-05dB,-5.59661661539550e-05°)
4.10204102986572e+01	(-2.74856910457242e-05dB,-5.60951814944845e-05°)
4.11149721104487e+01	(-2.74856872346900e-05dB,-5.62244942480452e-05°)
4.12097519097295e+01	(-2.74856834043692e-05dB,-5.63541050857253e-05°)
4.13047501990126e+01	(-2.74856795566904e-05dB,-5.64840147167798e-05°)
4.13999674819695e+01	(-2.74856756926180e-05dB,-5.66142238186578e-05°)
4.14954042634328e+01	(-2.74856718082947e-05dB,-5.67447330847116e-05°)
4.15910610493987e+01	(-2.74856679075777e-05dB,-5.68755432019319e-05°)
4.16869383470300e+01	(-2.74856639885385e-05dB,-5.70066548636708e-05°)
4.17830366646586e+01	(-2.74856600511770e-05dB,-5.71380687823638e-05°)
4.18793565117883e+01	(-2.74856560954932e-05dB,-5.72697856386404e-05°)
4.19758983990972e+01	(-2.74856521224515e-05dB,-5.74018061226720e-05°)
4.20726628384408e+01	(-2.74856481310875e-05dB,-5.75341309596163e-05°)
4.21696503428546e+01	(-2.74856441214012e-05dB,-5.76667608332834e-05°)
4.22668614265567e+01	(-2.74856400924283e-05dB,-5.77996964433864e-05°)
4.23642966049505e+01	(-2.74856360422401e-05dB,-5.79329385023603e-05°)
4.24619563946276e+01	(-2.74856319775870e-05dB,-5.80664877226405e-05°)
4.25598413133707e+01	(-2.74856278936472e-05dB,-5.82003448039399e-05°)
4.26579518801556e+01	(-2.74856237894565e-05dB,-5.83345104459712e-05°)
4.27562886151549e+01	(-2.74856196650149e-05dB,-5.84689853866143e-05°)
4.28548520397403e+01	(-2.74856155261083e-05dB,-5.86037703224013e-05°)
4.29536426764850e+01	(-2.74856113640578e-05dB,-5.87388659625867e-05°)
4.30526610491674e+01	(-2.74856071836850e-05dB,-5.88742730291473e-05°)
4.31519076827728e+01	(-2.74856029869186e-05dB,-5.90099922504210e-05°)
4.32513831034971e+01	(-2.74855987670083e-05dB,-5.91460243324815e-05°)
4.33510878387492e+01	(-2.74855945278113e-05dB,-5.92823699973055e-05°)
4.34510224171534e+01	(-2.74855902702921e-05dB,-5.94190299764115e-05°)
4.35511873685531e+01	(-2.74855859934862e-05dB,-5.95560049885953e-05°)
4.36515832240128e+01	(-2.74855816954651e-05dB,-5.96932957590141e-05°)
4.37522105158214e+01	(-2.74855773791217e-05dB,-5.98309030191862e-05°)
4.38530697774948e+01	(-2.74855730434917e-05dB,-5.99688274974493e-05°)
4.39541615437787e+01	(-2.74855686856821e-05dB,-6.01070699221410e-05°)
4.40554863506515e+01	(-2.74855643095502e-05dB,-6.02456310279598e-05°)
4.41570447353274e+01	(-2.74855599122030e-05dB,-6.03845115527853e-05°)
4.42588372362588e+01	(-2.74855554936406e-05dB,-6.05237122281354e-05°)
4.43608643931394e+01	(-2.74855510557915e-05dB,-6.06632337918894e-05°)
4.44631267469070e+01	(-2.74855465976916e-05dB,-6.08030769882876e-05°)
4.45656248397465e+01	(-2.74855421183763e-05dB,-6.09432425583897e-05°)
4.46683592150924e+01	(-2.74855376197744e-05dB,-6.10837312400748e-05°)
4.47713304176324e+01	(-2.74855330989930e-05dB,-6.12245437903054e-05°)
4.48745389933093e+01	(-2.74855285579606e-05dB,-6.13656809405995e-05°)
4.49779854893249e+01	(-2.74855239966772e-05dB,-6.15071434447389e-05°)
4.50816704541421e+01	(-2.74855194122499e-05dB,-6.16489320501444e-05°)
4.51855944374883e+01	(-2.74855148095004e-05dB,-6.17910475169589e-05°)
4.52897579903581e+01	(-2.74855101826425e-05dB,-6.19334905926030e-05°)
4.53941616650164e+01	(-2.74855055336051e-05dB,-6.20762620372197e-05°)
4.54988060150009e+01	(-2.74855008672097e-05dB,-6.22193626014100e-05°)
4.56036915951256e+01	(-2.74854961757418e-05dB,-6.23627930389558e-05°)
4.57088189614835e+01	(-2.74854914649872e-05dB,-6.25065541290832e-05°)
4.58141886714494e+01	(-2.74854867310887e-05dB,-6.26506466255739e-05°)
4.59198012836829e+01	(-2.74854819750106e-05dB,-6.27950712822094e-05°)
4.60256573581316e+01	(-2.74854771986815e-05dB,-6.29398288654936e-05°)
4.61317574560339e+01	(-2.74854723992085e-05dB,-6.30849201610138e-05°)
4.62381021399220e+01	(-2.74854675775559e-05dB,-6.32303459193709e-05°)
4.63446919736248e+01	(-2.74854627337237e-05dB,-6.33761069261520e-05°)
4.64515275222709e+01	(-2.74854578696406e-05dB,-6.35222039383193e-05°)
4.65586093522918e+01	(-2.74854529795205e-05dB,-6.36686377414597e-05°)
4.66659380314248e+01	(-2.74854480691495e-05dB,-6.38154091116187e-05°)
4.67735141287157e+01	(-2.74854431356346e-05dB,-6.39625188248416e-05°)
4.68813382145224e+01	(-2.74854381799401e-05dB,-6.41099676603543e-05°)
4.69894108605174e+01	(-2.74854332020659e-05dB,-6.42577563973827e-05°)
4.70977326396912e+01	(-2.74854281981549e-05dB,-6.44058858278748e-05°)
4.72063041263549e+01	(-2.74854231710999e-05dB,-6.45543567246953e-05°)
4.73151258961439e+01	(-2.74854181228296e-05dB,-6.47031698861533e-05°)
4.74241985260203e+01	(-2.74854130523798e-05dB,-6.48523261010163e-05°)
4.75335225942763e+01	(-2.74854079539643e-05dB,-6.50018261516906e-05°)
4.76430986805374e+01	(-2.74854028381909e-05dB,-6.51516708333046e-05°)
4.77529273657649e+01	(-2.74853976944519e-05dB,-6.53018609537091e-05°)
4.78630092322596e+01	(-2.74853925275690e-05dB,-6.54523972889492e-05°)
4.79733448636647e+01	(-2.74853873375422e-05dB,-6.56032806500560e-05°)
4.80839348449686e+01	(-2.74853821224427e-05dB,-6.57545118289775e-05°)
4.81947797625085e+01	(-2.74853768851637e-05dB,-6.59060916335642e-05°)
4.83058802039730e+01	(-2.74853716228121e-05dB,-6.60580208716666e-05°)
4.84172367584057e+01	(-2.74853663373165e-05dB,-6.62103003384132e-05°)
4.85288500162078e+01	(-2.74853610257840e-05dB,-6.63629308448349e-05°)
4.86407205691419e+01	(-2.74853556891789e-05dB,-6.65159131956018e-05°)
4.87528490103343e+01	(-2.74853503294299e-05dB,-6.66692482144670e-05°)
4.88652359342790e+01	(-2.74853449455726e-05dB,-6.68229366997394e-05°)
4.89778819368403e+01	(-2.74853395347141e-05dB,-6.69769794815334e-05°)
4.90907876152560e+01	(-2.74853340997473e-05dB,-6.71313773645186e-05°)
4.92039535681407e+01	(-2.74853286416365e-05dB,-6.72861311724483e-05°)
4.93173803954892e+01	(-2.74853231565245e-05dB,-6.74412417322562e-05°)
4.94310686986791e+01	(-2.74853176444113e-05dB,-6.75967098486120e-05°)
4.95450190804746e+01	(-2.74853121091541e-05dB,-6.77525363579911e-05°)
4.96592321450292e+01	(-2.74853065488244e-05dB,-6.79087220841464e-05°)
4.97737084978892e+01	(-2.74853009624577e-05dB,-6.80652678571922e-05°)
4.98884487459968e+01	(-2.74852953490897e-05dB,-6.82221745040620e-05°)
5.00034534976934e+01	(-2.74852897106492e-05dB,-6.83794428644116e-05°)
5.01187233627228e+01	(-2.74852840461717e-05dB,-6.85370737588133e-05°)
5.02342589522342e+01	(-2.74852783556573e-05dB,-6.86950680364645e-05°)
5.03500608787860e+01	(-2.74852726381417e-05dB,-6.88534265179376e-05°)
5.04661297563483e+01	(-2.74852668936248e-05dB,-6.90121500619716e-05°)
5.05824662003069e+01	(-2.74852611259640e-05dB,-6.91712394986804e-05°)
5.06990708274659e+01	(-2.74852553293732e-05dB,-6.93306956740807e-05°)
5.08159442560515e+01	(-2.74852495057812e-05dB,-6.94905194405504e-05°)
5.09330871057150e+01	(-2.74852436551880e-05dB,-6.96507116282034e-05°)
5.10504999975361e+01	(-2.74852377766291e-05dB,-6.98112730989589e-05°)
5.11681835540262e+01	(-2.74852318739620e-05dB,-6.99722047083755e-05°)
5.12861383991319e+01	(-2.74852259394720e-05dB,-7.01335072992889e-05°)
5.14043651582380e+01	(-2.74852199818381e-05dB,-7.02951817367993e-05°)
5.15228644581710e+01	(-2.74852139952742e-05dB,-7.04572288605620e-05°)
5.16416369272025e+01	(-2.74852079817091e-05dB,-7.06196495547601e-05°)
5.17606831950521e+01	(-2.74852019401784e-05dB,-7.07824446558685e-05°)
5.18800038928915e+01	(-2.74851958706821e-05dB,-7.09456150448898e-05°)
5.19995996533469e+01	(-2.74851897712916e-05dB,-7.11091615805625e-05°)
